,test_loss_dino,test_loss_yolo,train_loss_dino,train_loss_yolo
276,2.7315095961093903,3.154164582490921,1.9240034638029155,3.332690387061148
277,3.4071603417396545,3.3767038583755493,2.653176127058087,3.0453853968418008
278,2.8193543553352356,3.0798725485801697,1.8762128533739033,3.1594870523972944
279,2.31758388876915,3.518108069896698,2.343762968525742,3.0454814145059297
280,2.195456564426422,3.6319828927516937,2.2347676609501694,3.365965221867417
281,2.295372352004051,3.66312313079834,2.166639465274233,3.0388039097641455
282,2.675820291042328,3.957770526409149,2.000927636117646,3.293247482993386
283,2.5320881754159927,3.2255548536777496,2.060425245400631,3.133019786892515
284,2.2835550755262375,3.3866181075572968,2.4397874781579683,2.892527081749656
285,2.1289061158895493,3.1866175830364227,2.2176389766461924,3.107133807558002
286,2.1135343760252,3.1990058720111847,2.049322005474206,3.0635615659482553
287,3.0296771228313446,3.4989429116249084,2.2049449465491553,2.878681197310939
288,2.0052008479833603,4.298626631498337,2.142074624697367,3.1099484725431963
289,2.134997084736824,3.493416577577591,2.1846440344145805,2.844068007035689
290,2.431374192237854,3.127591699361801,2.120076800837661,3.1438730557759604
291,2.2411471903324127,3.525320529937744,2.086918729724306,3.002052408276182
292,2.555748999118805,3.4299408197402954,2.045740853656422,3.1207915725130024
293,2.723852962255478,3.543518841266632,1.9936053536155007,2.9804936828035298
294,2.9353158473968506,3.379560351371765,1.8357383265639797,2.935877460421938
295,2.404669314622879,3.1652384102344513,2.113215518720222,3.1174224867965235
296,1.9984578490257263,3.3653572499752045,2.2683433041428076,3.032288811423562
297,1.9974533021450043,3.9245525896549225,2.3936902104002056,3.3520988045316753
298,2.8156031370162964,3.0426553189754486,2.02267346237645,3.1066260771317915
299,2.055900439620018,3.252280354499817,2.1505483786265054,3.0230067498756177
